20211222,140600,0.0
20211222,140610,0.0
20211222,140620,0.0
20211222,140630,0.0
20211222,140640,0.0
20211222,140650,0.0
20211222,140700,0.0
20211222,140710,0.0
20211222,140720,0.0
20211222,140730,0.0
20211222,140740,0.0
20211222,140750,0.0
20211222,140800,0.0
20211222,140810,0.0
20211222,140820,0.0
20211222,140830,0.0
20211222,140840,0.0
20211222,140850,0.0
20211222,140900,0.0
20211222,140910,0.0
20211222,140920,0.0
20211222,140930,5.8
20211222,140940,5.8
20211222,140950,5.8
20211222,141000,5.8
20211222,141010,5.8
20211222,141020,5.8
20211222,141030,5.8
20211222,141040,5.8
20211222,141051,5.0
20211222,141101,5.0
20211222,141111,5.0
20211222,141121,5.0
20211222,141131,0.8
20211222,141141,38.3
20211222,141151,36.7
20211222,141201,35.8
20211222,141211,35.0
20211222,141221,35.0
20211222,141231,35.0
20211222,141241,34.2
20211222,141251,34.2
20211222,141301,34.2
20211222,141311,34.2
20211222,141321,30.0
20211222,141331,28.3
20211222,141341,28.3
20211222,141351,28.3
20211222,141401,27.5
20211222,141411,27.5
20211222,141421,27.5
20211222,141431,27.5
20211222,141441,27.5
20211222,141451,27.5
20211222,141501,27.5
20211222,141511,27.5
20211222,141521,27.5
20211222,141531,27.5
20211222,141541,26.7
20211222,141551,26.7
20211222,141601,26.7
20211222,141611,26.7
20211222,141621,26.7
20211222,141631,26.7
20211222,141641,26.7
20211222,141651,26.7
20211222,141701,3.3
20211222,141711,0.0
20211222,141721,0.0
20211222,141731,0.0
20211222,141741,0.0
20211222,141751,0.0
20211222,141801,0.0
20211222,141811,0.0
20211222,141821,0.0
20211222,141831,0.0
20211222,141841,0.0
20211222,141851,0.0
20211222,141901,0.0
20211222,141911,0.0
20211222,141921,0.0
20211222,141931,0.0
20211222,141941,0.0
20211222,141951,0.0
20211222,142001,0.0
20211222,142012,0.0
20211222,142022,0.0
20211222,142032,0.0
20211222,142042,0.0
20211222,142052,0.0
20211222,142102,0.0
20211222,142112,0.0
20211222,142122,0.0
20211222,142132,0.0
20211222,142142,0.0
20211222,142152,0.0
20211222,142202,0.0
20211222,142212,0.0
20211222,142222,0.0
20211222,142232,0.0
20211222,142242,0.0
20211222,142252,0.0
20211222,142302,0.0
20211222,142312,0.0
20211222,142322,0.0
20211222,142332,0.0
20211222,142342,0.0
20211222,142352,0.0
20211222,142402,0.0
20211222,142412,0.0
20211222,142422,0.0
20211222,142432,0.0
20211222,142442,0.0
20211222,142452,0.0
20211222,142502,0.0
20211222,142512,0.0
20211222,142522,0.0
20211222,142532,0.0
20211222,142542,0.0
20211222,142552,0.0
20211222,142602,0.0
20211222,142612,0.0
20211222,142622,0.0
20211222,142632,0.0
20211222,142642,0.0
20211222,142652,0.0
20211222,142702,0.0
20211222,142712,0.0
20211222,142722,0.0
20211222,142732,0.0
20211222,142742,0.0
20211222,142752,0.0
20211222,142802,0.0
20211222,142812,0.0
20211222,142822,0.0
20211222,142832,0.0
20211222,142842,0.0
20211222,142852,0.0
20211222,142903,0.0
20211222,142913,0.0
20211222,142923,0.0
20211222,142933,0.0
20211222,142943,0.0
20211222,142953,0.0
